yearID,teamID,franchID,lgID,name,W,L,G,W_pct,canonical_franchise,is_relocated_franchise,relocation_year,pre_relocation,post_relocation,years_since_relocation,relocation_era
1905,WS1,MIN,AL,Washington Senators,64,87,151,0.424,MIN,True,1961,True,False,,none
1906,WS1,MIN,AL,Washington Senators,55,95,150,0.367,MIN,True,1961,True,False,,none
1907,WS1,MIN,AL,Washington Senators,49,102,151,0.325,MIN,True,1961,True,False,,none
1908,WS1,MIN,AL,Washington Senators,67,85,152,0.441,MIN,True,1961,True,False,,none
1909,WS1,MIN,AL,Washington Senators,42,110,152,0.276,MIN,True,1961,True,False,,none
1910,WS1,MIN,AL,Washington Senators,66,85,151,0.437,MIN,True,1961,True,False,,none
1911,WS1,MIN,AL,Washington Senators,64,90,154,0.416,MIN,True,1961,True,False,,none
1912,WS1,MIN,AL,Washington Senators,91,61,152,0.599,MIN,True,1961,True,False,,none
1913,WS1,MIN,AL,Washington Senators,90,64,154,0.584,MIN,True,1961,True,False,,none
1914,WS1,MIN,AL,Washington Senators,81,73,154,0.526,MIN,True,1961,True,False,,none
1915,WS1,MIN,AL,Washington Senators,85,68,153,0.556,MIN,True,1961,True,False,,none
1916,WS1,MIN,AL,Washington Senators,76,77,153,0.497,MIN,True,1961,True,False,,none
1917,WS1,MIN,AL,Washington Senators,74,79,153,0.484,MIN,True,1961,True,False,,none
1918,WS1,MIN,AL,Washington Senators,72,56,128,0.562,MIN,True,1961,True,False,,none
1919,WS1,MIN,AL,Washington Senators,56,84,140,0.4,MIN,True,1961,True,False,,none
1920,WS1,MIN,AL,Washington Senators,68,84,152,0.447,MIN,True,1961,True,False,,none
1921,WS1,MIN,AL,Washington Senators,80,73,153,0.523,MIN,True,1961,True,False,,none
1922,WS1,MIN,AL,Washington Senators,69,85,154,0.448,MIN,True,1961,True,False,,none
1923,WS1,MIN,AL,Washington Senators,75,78,153,0.49,MIN,True,1961,True,False,,none
1924,WS1,MIN,AL,Washington Senators,92,62,154,0.597,MIN,True,1961,True,False,,none
1925,WS1,MIN,AL,Washington Senators,96,55,151,0.636,MIN,True,1961,True,False,,none
1926,WS1,MIN,AL,Washington Senators,81,69,150,0.54,MIN,True,1961,True,False,,none
1927,WS1,MIN,AL,Washington Senators,85,69,154,0.552,MIN,True,1961,True,False,,none
1928,WS1,MIN,AL,Washington Senators,75,79,154,0.487,MIN,True,1961,True,False,,none
1929,WS1,MIN,AL,Washington Senators,71,81,152,0.467,MIN,True,1961,True,False,,none
1930,WS1,MIN,AL,Washington Senators,94,60,154,0.61,MIN,True,1961,True,False,,none
1931,WS1,MIN,AL,Washington Senators,92,62,154,0.597,MIN,True,1961,True,False,,none
1932,WS1,MIN,AL,Washington Senators,93,61,154,0.604,MIN,True,1961,True,False,,none
1933,WS1,MIN,AL,Washington Senators,99,53,152,0.651,MIN,True,1961,True,False,,none
1934,WS1,MIN,AL,Washington Senators,66,86,152,0.434,MIN,True,1961,True,False,,none
1935,WS1,MIN,AL,Washington Senators,67,86,153,0.438,MIN,True,1961,True,False,,none
1936,WS1,MIN,AL,Washington Senators,82,71,153,0.536,MIN,True,1961,True,False,,none
1937,WS1,MIN,AL,Washington Senators,73,80,153,0.477,MIN,True,1961,True,False,,none
1938,WS1,MIN,AL,Washington Senators,75,76,151,0.497,MIN,True,1961,True,False,,none
1939,WS1,MIN,AL,Washington Senators,65,87,152,0.428,MIN,True,1961,True,False,,none
1940,WS1,MIN,AL,Washington Senators,64,90,154,0.416,MIN,True,1961,True,False,,none
1941,WS1,MIN,AL,Washington Senators,70,84,154,0.455,MIN,True,1961,True,False,,none
1942,WS1,MIN,AL,Washington Senators,62,89,151,0.411,MIN,True,1961,True,False,,none
1943,WS1,MIN,AL,Washington Senators,84,69,153,0.549,MIN,True,1961,True,False,,none
1944,WS1,MIN,AL,Washington Senators,64,90,154,0.416,MIN,True,1961,True,False,,none
1945,WS1,MIN,AL,Washington Senators,87,67,154,0.565,MIN,True,1961,True,False,,none
1946,WS1,MIN,AL,Washington Senators,76,78,154,0.494,MIN,True,1961,True,False,,none
1947,WS1,MIN,AL,Washington Senators,64,90,154,0.416,MIN,True,1961,True,False,,none
1948,WS1,MIN,AL,Washington Senators,56,97,153,0.366,MIN,True,1961,True,False,,none
1949,WS1,MIN,AL,Washington Senators,50,104,154,0.325,MIN,True,1961,True,False,,none
1950,WS1,MIN,AL,Washington Senators,67,87,154,0.435,MIN,True,1961,True,False,,none
1951,WS1,MIN,AL,Washington Senators,62,92,154,0.403,MIN,True,1961,True,False,,none
1952,WS1,MIN,AL,Washington Senators,78,76,154,0.506,MIN,True,1961,True,False,,none
1953,WS1,MIN,AL,Washington Senators,76,76,152,0.5,MIN,True,1961,True,False,,none
1954,WS1,MIN,AL,Washington Senators,66,88,154,0.429,MIN,True,1961,True,False,,none
1955,WS1,MIN,AL,Washington Senators,53,101,154,0.344,MIN,True,1961,True,False,,none
1956,WS1,MIN,AL,Washington Senators,59,95,154,0.383,MIN,True,1961,True,False,,none
1957,WS1,MIN,AL,Washington Senators,55,99,154,0.357,MIN,True,1961,True,False,,none
1958,WS1,MIN,AL,Washington Senators,61,93,154,0.396,MIN,True,1961,True,False,,around_1961
1959,WS1,MIN,AL,Washington Senators,63,91,154,0.409,MIN,True,1961,True,False,,around_1961
1960,WS1,MIN,AL,Washington Senators,73,81,154,0.474,MIN,True,1961,True,False,,around_1961
1961,MIN,MIN,AL,Minnesota Twins,70,90,160,0.438,MIN,True,1961,False,True,0,around_1961
1962,MIN,MIN,AL,Minnesota Twins,91,71,162,0.562,MIN,True,1961,False,True,1,around_1961
1963,MIN,MIN,AL,Minnesota Twins,91,70,161,0.565,MIN,True,1961,False,True,2,around_1961
1964,MIN,MIN,AL,Minnesota Twins,79,83,162,0.488,MIN,True,1961,False,True,3,around_1961
1965,MIN,MIN,AL,Minnesota Twins,102,60,162,0.63,MIN,True,1961,False,True,4,none
1966,MIN,MIN,AL,Minnesota Twins,89,73,162,0.549,MIN,True,1961,False,True,5,none
1967,MIN,MIN,AL,Minnesota Twins,91,71,162,0.562,MIN,True,1961,False,True,6,none
1968,MIN,MIN,AL,Minnesota Twins,79,83,162,0.488,MIN,True,1961,False,True,7,none
1969,MIN,MIN,AL,Minnesota Twins,97,65,162,0.599,MIN,True,1961,False,True,8,none
1970,MIN,MIN,AL,Minnesota Twins,98,64,162,0.605,MIN,True,1961,False,True,9,none
1971,MIN,MIN,AL,Minnesota Twins,74,86,160,0.462,MIN,True,1961,False,True,10,none
1972,MIN,MIN,AL,Minnesota Twins,77,77,154,0.5,MIN,True,1961,False,True,11,none
1973,MIN,MIN,AL,Minnesota Twins,81,81,162,0.5,MIN,True,1961,False,True,12,none
1974,MIN,MIN,AL,Minnesota Twins,82,80,162,0.506,MIN,True,1961,False,True,13,none
1975,MIN,MIN,AL,Minnesota Twins,76,83,159,0.478,MIN,True,1961,False,True,14,none
1976,MIN,MIN,AL,Minnesota Twins,85,77,162,0.525,MIN,True,1961,False,True,15,none
1977,MIN,MIN,AL,Minnesota Twins,84,77,161,0.522,MIN,True,1961,False,True,16,none
1978,MIN,MIN,AL,Minnesota Twins,73,89,162,0.451,MIN,True,1961,False,True,17,none
1979,MIN,MIN,AL,Minnesota Twins,82,80,162,0.506,MIN,True,1961,False,True,18,none
1980,MIN,MIN,AL,Minnesota Twins,77,84,161,0.478,MIN,True,1961,False,True,19,none
1981,MIN,MIN,AL,Minnesota Twins,41,68,109,0.376,MIN,True,1961,False,True,20,none
1982,MIN,MIN,AL,Minnesota Twins,60,102,162,0.37,MIN,True,1961,False,True,21,none
1983,MIN,MIN,AL,Minnesota Twins,70,92,162,0.432,MIN,True,1961,False,True,22,none
1984,MIN,MIN,AL,Minnesota Twins,81,81,162,0.5,MIN,True,1961,False,True,23,none
1985,MIN,MIN,AL,Minnesota Twins,77,85,162,0.475,MIN,True,1961,False,True,24,none
1986,MIN,MIN,AL,Minnesota Twins,71,91,162,0.438,MIN,True,1961,False,True,25,none
1987,MIN,MIN,AL,Minnesota Twins,85,77,162,0.525,MIN,True,1961,False,True,26,none
1988,MIN,MIN,AL,Minnesota Twins,91,71,162,0.562,MIN,True,1961,False,True,27,none
1989,MIN,MIN,AL,Minnesota Twins,80,82,162,0.494,MIN,True,1961,False,True,28,none
1990,MIN,MIN,AL,Minnesota Twins,74,88,162,0.457,MIN,True,1961,False,True,29,none
1991,MIN,MIN,AL,Minnesota Twins,95,67,162,0.586,MIN,True,1961,False,True,30,none
1992,MIN,MIN,AL,Minnesota Twins,90,72,162,0.556,MIN,True,1961,False,True,31,none
1993,MIN,MIN,AL,Minnesota Twins,71,91,162,0.438,MIN,True,1961,False,True,32,none
1994,MIN,MIN,AL,Minnesota Twins,53,60,113,0.469,MIN,True,1961,False,True,33,none
1995,MIN,MIN,AL,Minnesota Twins,56,88,144,0.389,MIN,True,1961,False,True,34,none
1996,MIN,MIN,AL,Minnesota Twins,78,84,162,0.481,MIN,True,1961,False,True,35,none
1997,MIN,MIN,AL,Minnesota Twins,68,94,162,0.42,MIN,True,1961,False,True,36,none
1998,MIN,MIN,AL,Minnesota Twins,70,92,162,0.432,MIN,True,1961,False,True,37,none
1999,MIN,MIN,AL,Minnesota Twins,63,97,160,0.394,MIN,True,1961,False,True,38,none
2000,MIN,MIN,AL,Minnesota Twins,69,93,162,0.426,MIN,True,1961,False,True,39,none
2001,MIN,MIN,AL,Minnesota Twins,85,77,162,0.525,MIN,True,1961,False,True,40,none
2002,MIN,MIN,AL,Minnesota Twins,94,67,161,0.584,MIN,True,1961,False,True,41,none
2003,MIN,MIN,AL,Minnesota Twins,90,72,162,0.556,MIN,True,1961,False,True,42,none
2004,MIN,MIN,AL,Minnesota Twins,92,70,162,0.568,MIN,True,1961,False,True,43,none
2005,MIN,MIN,AL,Minnesota Twins,83,79,162,0.512,MIN,True,1961,False,True,44,none
2006,MIN,MIN,AL,Minnesota Twins,96,66,162,0.593,MIN,True,1961,False,True,45,none
2007,MIN,MIN,AL,Minnesota Twins,79,83,162,0.488,MIN,True,1961,False,True,46,none
2008,MIN,MIN,AL,Minnesota Twins,88,75,163,0.54,MIN,True,1961,False,True,47,none
2009,MIN,MIN,AL,Minnesota Twins,87,76,163,0.534,MIN,True,1961,False,True,48,none
2010,MIN,MIN,AL,Minnesota Twins,94,68,162,0.58,MIN,True,1961,False,True,49,none
2011,MIN,MIN,AL,Minnesota Twins,63,99,162,0.389,MIN,True,1961,False,True,50,none
2012,MIN,MIN,AL,Minnesota Twins,66,96,162,0.407,MIN,True,1961,False,True,51,none
2013,MIN,MIN,AL,Minnesota Twins,66,96,162,0.407,MIN,True,1961,False,True,52,none
2014,MIN,MIN,AL,Minnesota Twins,70,92,162,0.432,MIN,True,1961,False,True,53,none
2015,MIN,MIN,AL,Minnesota Twins,83,79,162,0.512,MIN,True,1961,False,True,54,none
2016,MIN,MIN,AL,Minnesota Twins,59,103,162,0.364,MIN,True,1961,False,True,55,none
2017,MIN,MIN,AL,Minnesota Twins,85,77,162,0.525,MIN,True,1961,False,True,56,none
2018,MIN,MIN,AL,Minnesota Twins,78,84,162,0.481,MIN,True,1961,False,True,57,none
2019,MIN,MIN,AL,Minnesota Twins,101,61,162,0.623,MIN,True,1961,False,True,58,none
2020,MIN,MIN,AL,Minnesota Twins,36,24,60,0.6,MIN,True,1961,False,True,59,none
2021,MIN,MIN,AL,Minnesota Twins,73,89,162,0.451,MIN,True,1961,False,True,60,none
2022,MIN,MIN,AL,Minnesota Twins,78,84,162,0.481,MIN,True,1961,False,True,61,none
2023,MIN,MIN,AL,Minnesota Twins,87,75,162,0.537,MIN,True,1961,False,True,62,none
2024,MIN,MIN,AL,Minnesota Twins,82,80,162,0.506,MIN,True,1961,False,True,63,none
1962,NYN,NYM,NL,New York Mets,40,120,160,0.25,NYM,False,,False,False,,none
1963,NYN,NYM,NL,New York Mets,51,111,162,0.315,NYM,False,,False,False,,none
1964,NYN,NYM,NL,New York Mets,53,109,162,0.327,NYM,False,,False,False,,none
1965,NYN,NYM,NL,New York Mets,50,112,162,0.309,NYM,False,,False,False,,none
1966,NYN,NYM,NL,New York Mets,66,95,161,0.41,NYM,False,,False,False,,none
1967,NYN,NYM,NL,New York Mets,61,101,162,0.377,NYM,False,,False,False,,none
1968,NYN,NYM,NL,New York Mets,73,89,162,0.451,NYM,False,,False,False,,none
1969,NYN,NYM,NL,New York Mets,100,62,162,0.617,NYM,False,,False,False,,none
1970,NYN,NYM,NL,New York Mets,83,79,162,0.512,NYM,False,,False,False,,none
1971,NYN,NYM,NL,New York Mets,83,79,162,0.512,NYM,False,,False,False,,none
1972,NYN,NYM,NL,New York Mets,83,73,156,0.532,NYM,False,,False,False,,none
1973,NYN,NYM,NL,New York Mets,82,79,161,0.509,NYM,False,,False,False,,none
1974,NYN,NYM,NL,New York Mets,71,91,162,0.438,NYM,False,,False,False,,none
1975,NYN,NYM,NL,New York Mets,82,80,162,0.506,NYM,False,,False,False,,none
1976,NYN,NYM,NL,New York Mets,86,76,162,0.531,NYM,False,,False,False,,none
1977,NYN,NYM,NL,New York Mets,64,98,162,0.395,NYM,False,,False,False,,none
1978,NYN,NYM,NL,New York Mets,66,96,162,0.407,NYM,False,,False,False,,none
1979,NYN,NYM,NL,New York Mets,63,99,162,0.389,NYM,False,,False,False,,none
1980,NYN,NYM,NL,New York Mets,67,95,162,0.414,NYM,False,,False,False,,none
1981,NYN,NYM,NL,New York Mets,41,62,103,0.398,NYM,False,,False,False,,none
1982,NYN,NYM,NL,New York Mets,65,97,162,0.401,NYM,False,,False,False,,none
1983,NYN,NYM,NL,New York Mets,68,94,162,0.42,NYM,False,,False,False,,none
1984,NYN,NYM,NL,New York Mets,90,72,162,0.556,NYM,False,,False,False,,none
1985,NYN,NYM,NL,New York Mets,98,64,162,0.605,NYM,False,,False,False,,none
1986,NYN,NYM,NL,New York Mets,108,54,162,0.667,NYM,False,,False,False,,none
1987,NYN,NYM,NL,New York Mets,92,70,162,0.568,NYM,False,,False,False,,none
1988,NYN,NYM,NL,New York Mets,100,60,160,0.625,NYM,False,,False,False,,none
1989,NYN,NYM,NL,New York Mets,87,75,162,0.537,NYM,False,,False,False,,none
1990,NYN,NYM,NL,New York Mets,91,71,162,0.562,NYM,False,,False,False,,none
1991,NYN,NYM,NL,New York Mets,77,84,161,0.478,NYM,False,,False,False,,none
1992,NYN,NYM,NL,New York Mets,72,90,162,0.444,NYM,False,,False,False,,none
1993,NYN,NYM,NL,New York Mets,59,103,162,0.364,NYM,False,,False,False,,none
1994,NYN,NYM,NL,New York Mets,55,58,113,0.487,NYM,False,,False,False,,none
1995,NYN,NYM,NL,New York Mets,69,75,144,0.479,NYM,False,,False,False,,none
1996,NYN,NYM,NL,New York Mets,71,91,162,0.438,NYM,False,,False,False,,none
1997,NYN,NYM,NL,New York Mets,88,74,162,0.543,NYM,False,,False,False,,none
1998,NYN,NYM,NL,New York Mets,88,74,162,0.543,NYM,False,,False,False,,none
1999,NYN,NYM,NL,New York Mets,97,66,163,0.595,NYM,False,,False,False,,none
2000,NYN,NYM,NL,New York Mets,94,68,162,0.58,NYM,False,,False,False,,none
2001,NYN,NYM,NL,New York Mets,82,80,162,0.506,NYM,False,,False,False,,none
2002,NYN,NYM,NL,New York Mets,75,86,161,0.466,NYM,False,,False,False,,none
2003,NYN,NYM,NL,New York Mets,66,95,161,0.41,NYM,False,,False,False,,none
2004,NYN,NYM,NL,New York Mets,71,91,162,0.438,NYM,False,,False,False,,none
2005,NYN,NYM,NL,New York Mets,83,79,162,0.512,NYM,False,,False,False,,none
2006,NYN,NYM,NL,New York Mets,97,65,162,0.599,NYM,False,,False,False,,none
2007,NYN,NYM,NL,New York Mets,88,74,162,0.543,NYM,False,,False,False,,none
2008,NYN,NYM,NL,New York Mets,89,73,162,0.549,NYM,False,,False,False,,none
2009,NYN,NYM,NL,New York Mets,70,92,162,0.432,NYM,False,,False,False,,none
2010,NYN,NYM,NL,New York Mets,79,83,162,0.488,NYM,False,,False,False,,none
2011,NYN,NYM,NL,New York Mets,77,85,162,0.475,NYM,False,,False,False,,none
2012,NYN,NYM,NL,New York Mets,74,88,162,0.457,NYM,False,,False,False,,none
2013,NYN,NYM,NL,New York Mets,74,88,162,0.457,NYM,False,,False,False,,none
2014,NYN,NYM,NL,New York Mets,79,83,162,0.488,NYM,False,,False,False,,none
2015,NYN,NYM,NL,New York Mets,90,72,162,0.556,NYM,False,,False,False,,none
2016,NYN,NYM,NL,New York Mets,87,75,162,0.537,NYM,False,,False,False,,none
2017,NYN,NYM,NL,New York Mets,70,92,162,0.432,NYM,False,,False,False,,none
2018,NYN,NYM,NL,New York Mets,77,85,162,0.475,NYM,False,,False,False,,none
2019,NYN,NYM,NL,New York Mets,86,76,162,0.531,NYM,False,,False,False,,none
2020,NYN,NYM,NL,New York Mets,26,34,60,0.433,NYM,False,,False,False,,none
2021,NYN,NYM,NL,New York Mets,77,85,162,0.475,NYM,False,,False,False,,none
2022,NYN,NYM,NL,New York Mets,101,61,162,0.623,NYM,False,,False,False,,none
2023,NYN,NYM,NL,New York Mets,75,87,162,0.463,NYM,False,,False,False,,none
2024,NYN,NYM,NL,New York Mets,89,73,162,0.549,NYM,False,,False,False,,none
1901,BLA,NYY,AL,Baltimore Orioles,68,65,133,0.511,NYY,True,1903,True,False,,around_1903
1902,BLA,NYY,AL,Baltimore Orioles,50,88,138,0.362,NYY,True,1903,True,False,,around_1903
1903,NYA,NYY,AL,New York Highlanders,72,62,134,0.537,NYY,True,1903,False,True,0,around_1903
1904,NYA,NYY,AL,New York Highlanders,92,59,151,0.609,NYY,True,1903,False,True,1,around_1903
1905,NYA,NYY,AL,New York Highlanders,71,78,149,0.477,NYY,True,1903,False,True,2,around_1903
1906,NYA,NYY,AL,New York Highlanders,90,61,151,0.596,NYY,True,1903,False,True,3,around_1903
1907,NYA,NYY,AL,New York Highlanders,70,78,148,0.473,NYY,True,1903,False,True,4,none
1908,NYA,NYY,AL,New York Highlanders,51,103,154,0.331,NYY,True,1903,False,True,5,none
1909,NYA,NYY,AL,New York Highlanders,74,77,151,0.49,NYY,True,1903,False,True,6,none
1910,NYA,NYY,AL,New York Highlanders,88,63,151,0.583,NYY,True,1903,False,True,7,none
1911,NYA,NYY,AL,New York Highlanders,76,76,152,0.5,NYY,True,1903,False,True,8,none
1912,NYA,NYY,AL,New York Highlanders,50,102,152,0.329,NYY,True,1903,False,True,9,none
1913,NYA,NYY,AL,New York Yankees,57,94,151,0.377,NYY,True,1903,False,True,10,none
1914,NYA,NYY,AL,New York Yankees,70,84,154,0.455,NYY,True,1903,False,True,11,none
1915,NYA,NYY,AL,New York Yankees,69,83,152,0.454,NYY,True,1903,False,True,12,none
1916,NYA,NYY,AL,New York Yankees,80,74,154,0.519,NYY,True,1903,False,True,13,none
1917,NYA,NYY,AL,New York Yankees,71,82,153,0.464,NYY,True,1903,False,True,14,none
1918,NYA,NYY,AL,New York Yankees,60,63,123,0.488,NYY,True,1903,False,True,15,none
1919,NYA,NYY,AL,New York Yankees,80,59,139,0.576,NYY,True,1903,False,True,16,none
1920,NYA,NYY,AL,New York Yankees,95,59,154,0.617,NYY,True,1903,False,True,17,none
1921,NYA,NYY,AL,New York Yankees,98,55,153,0.641,NYY,True,1903,False,True,18,none
1922,NYA,NYY,AL,New York Yankees,94,60,154,0.61,NYY,True,1903,False,True,19,none
1923,NYA,NYY,AL,New York Yankees,98,54,152,0.645,NYY,True,1903,False,True,20,none
1924,NYA,NYY,AL,New York Yankees,89,63,152,0.586,NYY,True,1903,False,True,21,none
1925,NYA,NYY,AL,New York Yankees,69,85,154,0.448,NYY,True,1903,False,True,22,none
1926,NYA,NYY,AL,New York Yankees,91,63,154,0.591,NYY,True,1903,False,True,23,none
1927,NYA,NYY,AL,New York Yankees,110,44,154,0.714,NYY,True,1903,False,True,24,none
1928,NYA,NYY,AL,New York Yankees,101,53,154,0.656,NYY,True,1903,False,True,25,none
1929,NYA,NYY,AL,New York Yankees,88,66,154,0.571,NYY,True,1903,False,True,26,none
1930,NYA,NYY,AL,New York Yankees,86,68,154,0.558,NYY,True,1903,False,True,27,none
1931,NYA,NYY,AL,New York Yankees,94,59,153,0.614,NYY,True,1903,False,True,28,none
1932,NYA,NYY,AL,New York Yankees,107,47,154,0.695,NYY,True,1903,False,True,29,none
1933,NYA,NYY,AL,New York Yankees,91,59,150,0.607,NYY,True,1903,False,True,30,none
1934,NYA,NYY,AL,New York Yankees,94,60,154,0.61,NYY,True,1903,False,True,31,none
1935,NYA,NYY,AL,New York Yankees,89,60,149,0.597,NYY,True,1903,False,True,32,none
1936,NYA,NYY,AL,New York Yankees,102,51,153,0.667,NYY,True,1903,False,True,33,none
1937,NYA,NYY,AL,New York Yankees,102,52,154,0.662,NYY,True,1903,False,True,34,none
1938,NYA,NYY,AL,New York Yankees,99,53,152,0.651,NYY,True,1903,False,True,35,none
1939,NYA,NYY,AL,New York Yankees,106,45,151,0.702,NYY,True,1903,False,True,36,none
1940,NYA,NYY,AL,New York Yankees,88,66,154,0.571,NYY,True,1903,False,True,37,none
1941,NYA,NYY,AL,New York Yankees,101,53,154,0.656,NYY,True,1903,False,True,38,none
1942,NYA,NYY,AL,New York Yankees,103,51,154,0.669,NYY,True,1903,False,True,39,none
1943,NYA,NYY,AL,New York Yankees,98,56,154,0.636,NYY,True,1903,False,True,40,none
1944,NYA,NYY,AL,New York Yankees,83,71,154,0.539,NYY,True,1903,False,True,41,none
1945,NYA,NYY,AL,New York Yankees,81,71,152,0.533,NYY,True,1903,False,True,42,none
1946,NYA,NYY,AL,New York Yankees,87,67,154,0.565,NYY,True,1903,False,True,43,none
1947,NYA,NYY,AL,New York Yankees,97,57,154,0.63,NYY,True,1903,False,True,44,none
1948,NYA,NYY,AL,New York Yankees,94,60,154,0.61,NYY,True,1903,False,True,45,none
1949,NYA,NYY,AL,New York Yankees,97,57,154,0.63,NYY,True,1903,False,True,46,none
1950,NYA,NYY,AL,New York Yankees,98,56,154,0.636,NYY,True,1903,False,True,47,none
1951,NYA,NYY,AL,New York Yankees,98,56,154,0.636,NYY,True,1903,False,True,48,none
1952,NYA,NYY,AL,New York Yankees,95,59,154,0.617,NYY,True,1903,False,True,49,none
1953,NYA,NYY,AL,New York Yankees,99,52,151,0.656,NYY,True,1903,False,True,50,none
1954,NYA,NYY,AL,New York Yankees,103,51,154,0.669,NYY,True,1903,False,True,51,none
1955,NYA,NYY,AL,New York Yankees,96,58,154,0.623,NYY,True,1903,False,True,52,none
1956,NYA,NYY,AL,New York Yankees,97,57,154,0.63,NYY,True,1903,False,True,53,none
1957,NYA,NYY,AL,New York Yankees,98,56,154,0.636,NYY,True,1903,False,True,54,none
1958,NYA,NYY,AL,New York Yankees,92,62,154,0.597,NYY,True,1903,False,True,55,none
1959,NYA,NYY,AL,New York Yankees,79,75,154,0.513,NYY,True,1903,False,True,56,none
1960,NYA,NYY,AL,New York Yankees,97,57,154,0.63,NYY,True,1903,False,True,57,none
1961,NYA,NYY,AL,New York Yankees,109,53,162,0.673,NYY,True,1903,False,True,58,none
1962,NYA,NYY,AL,New York Yankees,96,66,162,0.593,NYY,True,1903,False,True,59,none
1963,NYA,NYY,AL,New York Yankees,104,57,161,0.646,NYY,True,1903,False,True,60,none
1964,NYA,NYY,AL,New York Yankees,99,63,162,0.611,NYY,True,1903,False,True,61,none
1965,NYA,NYY,AL,New York Yankees,77,85,162,0.475,NYY,True,1903,False,True,62,none
1966,NYA,NYY,AL,New York Yankees,70,89,159,0.44,NYY,True,1903,False,True,63,none
1967,NYA,NYY,AL,New York Yankees,72,90,162,0.444,NYY,True,1903,False,True,64,none
1968,NYA,NYY,AL,New York Yankees,83,79,162,0.512,NYY,True,1903,False,True,65,none
1969,NYA,NYY,AL,New York Yankees,80,81,161,0.497,NYY,True,1903,False,True,66,none
1970,NYA,NYY,AL,New York Yankees,93,69,162,0.574,NYY,True,1903,False,True,67,none
1971,NYA,NYY,AL,New York Yankees,82,80,162,0.506,NYY,True,1903,False,True,68,none
1972,NYA,NYY,AL,New York Yankees,79,76,155,0.51,NYY,True,1903,False,True,69,none
1973,NYA,NYY,AL,New York Yankees,80,82,162,0.494,NYY,True,1903,False,True,70,none
1974,NYA,NYY,AL,New York Yankees,89,73,162,0.549,NYY,True,1903,False,True,71,none
1975,NYA,NYY,AL,New York Yankees,83,77,160,0.519,NYY,True,1903,False,True,72,none
1976,NYA,NYY,AL,New York Yankees,97,62,159,0.61,NYY,True,1903,False,True,73,none
1977,NYA,NYY,AL,New York Yankees,100,62,162,0.617,NYY,True,1903,False,True,74,none
1978,NYA,NYY,AL,New York Yankees,100,63,163,0.613,NYY,True,1903,False,True,75,none
1979,NYA,NYY,AL,New York Yankees,89,71,160,0.556,NYY,True,1903,False,True,76,none
1980,NYA,NYY,AL,New York Yankees,103,59,162,0.636,NYY,True,1903,False,True,77,none
1981,NYA,NYY,AL,New York Yankees,59,48,107,0.551,NYY,True,1903,False,True,78,none
1982,NYA,NYY,AL,New York Yankees,79,83,162,0.488,NYY,True,1903,False,True,79,none
1983,NYA,NYY,AL,New York Yankees,91,71,162,0.562,NYY,True,1903,False,True,80,none
1984,NYA,NYY,AL,New York Yankees,87,75,162,0.537,NYY,True,1903,False,True,81,none
1985,NYA,NYY,AL,New York Yankees,97,64,161,0.602,NYY,True,1903,False,True,82,none
1986,NYA,NYY,AL,New York Yankees,90,72,162,0.556,NYY,True,1903,False,True,83,none
1987,NYA,NYY,AL,New York Yankees,89,73,162,0.549,NYY,True,1903,False,True,84,none
1988,NYA,NYY,AL,New York Yankees,85,76,161,0.528,NYY,True,1903,False,True,85,none
1989,NYA,NYY,AL,New York Yankees,74,87,161,0.46,NYY,True,1903,False,True,86,none
1990,NYA,NYY,AL,New York Yankees,67,95,162,0.414,NYY,True,1903,False,True,87,none
1991,NYA,NYY,AL,New York Yankees,71,91,162,0.438,NYY,True,1903,False,True,88,none
1992,NYA,NYY,AL,New York Yankees,76,86,162,0.469,NYY,True,1903,False,True,89,none
1993,NYA,NYY,AL,New York Yankees,88,74,162,0.543,NYY,True,1903,False,True,90,none
1994,NYA,NYY,AL,New York Yankees,70,43,113,0.619,NYY,True,1903,False,True,91,none
1995,NYA,NYY,AL,New York Yankees,79,65,144,0.549,NYY,True,1903,False,True,92,none
1996,NYA,NYY,AL,New York Yankees,92,70,162,0.568,NYY,True,1903,False,True,93,none
1997,NYA,NYY,AL,New York Yankees,96,66,162,0.593,NYY,True,1903,False,True,94,none
1998,NYA,NYY,AL,New York Yankees,114,48,162,0.704,NYY,True,1903,False,True,95,none
1999,NYA,NYY,AL,New York Yankees,98,64,162,0.605,NYY,True,1903,False,True,96,none
2000,NYA,NYY,AL,New York Yankees,87,74,161,0.54,NYY,True,1903,False,True,97,none
2001,NYA,NYY,AL,New York Yankees,95,65,160,0.594,NYY,True,1903,False,True,98,none
2002,NYA,NYY,AL,New York Yankees,103,58,161,0.64,NYY,True,1903,False,True,99,none
2003,NYA,NYY,AL,New York Yankees,101,61,162,0.623,NYY,True,1903,False,True,100,none
2004,NYA,NYY,AL,New York Yankees,101,61,162,0.623,NYY,True,1903,False,True,101,none
2005,NYA,NYY,AL,New York Yankees,95,67,162,0.586,NYY,True,1903,False,True,102,none
2006,NYA,NYY,AL,New York Yankees,97,65,162,0.599,NYY,True,1903,False,True,103,none
2007,NYA,NYY,AL,New York Yankees,94,68,162,0.58,NYY,True,1903,False,True,104,none
2008,NYA,NYY,AL,New York Yankees,89,73,162,0.549,NYY,True,1903,False,True,105,none
2009,NYA,NYY,AL,New York Yankees,103,59,162,0.636,NYY,True,1903,False,True,106,none
